"","stat1","ifngr","factor.stat1","factor.ifngr"
"1",2311699.24874371,4589653.5867203,130680.229495321,140
"2",2518353.22287313,4589653.5867203,142362.367117691,140
"3",2264202.80070571,4589653.5867203,127995.257938926,140
"4",2532049.201955,4589653.5867203,143136.600050697,140
"5",2211818.1396554,4589653.5867203,125033.955973798,140
"6",2616597.8131371,4589653.5867203,147916.128321423,140
"7",2169416.43056093,4589653.5867203,122636.989725498,140
"8",2222983.52680999,4589653.5867203,125665.134686409,140
"9",2196737.60445724,4589653.5867203,124181.454160822,140
"10",2689883.97999208,4589653.5867203,152058.991242993,140
"11",2148198.50869865,4589653.5867203,121437.541786981,140
"12",3091726.26441487,4589653.5867203,174775.113151079,140
"13",2888954.30237171,4589653.5867203,163312.425455257,140
"14",2942689.71740646,4589653.5867203,166350.085467728,140
"15",2412216.76433915,4589653.5867203,136362.479041169,140
"16",2970244.73347535,4589653.5867203,167907.768988015,140
"17",2519259.05147856,4589653.5867203,142413.573558194,140
"18",2442737.53443104,4589653.5867203,138087.816470833,140
"19",2704502.68537091,4589653.5867203,152885.385842061,140
"20",2653930.16909312,4589653.5867203,150026.524319771,140
"21",2379611.95203056,4589653.5867203,134519.330821325,140
"22",2764419.44943586,4589653.5867203,156272.477170173,140
"23",2669642.43190507,4589653.5867203,150914.737659492,140
"24",2358384.20413697,4589653.5867203,133319.327417806,140
"25",2320862.35474996,4589653.5867203,131198.219366381,140
"26",2458766.65870171,4589653.5867203,138993.941971128,140
"27",2302811.51616711,4589653.5867203,130177.806468868,140
"28",2516076.92740714,4589653.5867203,142233.688262058,140
"29",2243819.92070513,4589653.5867203,126843.01487024,140
"30",2858470.07782703,4589653.5867203,161589.153943337,140
"31",2783205.76943273,4589653.5867203,157334.466790967,140
"32",2637227.62748879,4589653.5867203,149082.330575194,140
"33",2569993.40913394,4589653.5867203,145281.583964524,140
"34",2752044.99864849,4589653.5867203,155572.950157889,140
"35",2302638.86731233,4589653.5867203,130168.046638745,140
"36",2126458.11982089,4589653.5867203,120208.558817242,140
"37",2379789.01455855,4589653.5867203,134529.340156149,140
"38",2748899.635713,4589653.5867203,155395.142966716,140
"39",2546176.14958976,4589653.5867203,143935.195611941,140
"40",2352871.1278372,4589653.5867203,133007.673522313,140
"41",2288252.39045948,4589653.5867203,129354.779905288,140
"42",2281356.09374746,4589653.5867203,128964.932637101,140
"43",2846751.93979599,4589653.5867203,160926.728254534,140
"44",2470677.22386234,4589653.5867203,139667.245554826,140
"45",2663748.14424537,4589653.5867203,150581.533907101,140
"46",2443305.45247179,4589653.5867203,138119.920845976,140
"47",3064106.27954539,4589653.5867203,173213.756948121,140
"48",2788141.50627813,4589653.5867203,157613.483719331,140
