"","stat1","ifngr","factor.stat1","factor.ifngr"
"1",2697508.41272856,3639101.57084325,152490,111.004939761068
"2",2697508.41272856,4020648.43740614,152490,122.643413190383
"3",2697508.41272856,3464566.71796719,152490,105.681034821194
"4",2697508.41272856,3614727.86616709,152490,110.261459106115
"5",2697508.41272856,3942828.0719437,152490,120.269628119487
"6",2697508.41272856,3544149.8827513,152490,108.108591249856
"7",2697508.41272856,4332397.0431133,152490,132.152802945916
"8",2697508.41272856,3276075.90690231,152490,99.9314258255532
"9",2697508.41272856,4860457.03890791,152490,148.260423709528
"10",2697508.41272856,2988455.22851031,152490,91.1580196819199
"11",2697508.41272856,7309253.62601693,152490,222.957024600544
"12",2697508.41272856,2935155.50194523,152490,89.5321972580443
"13",2697508.41272856,7449014.61150828,152490,227.220208651166
"14",2697508.41272856,4083783.809951,152490,124.569256173795
"15",2697508.41272856,3800966.26943398,152490,115.942362024977
"16",2697508.41272856,2694557.84135186,152490,82.1931526337329
"17",2697508.41272856,5035889.41629261,152490,153.61170619083
"18",2697508.41272856,5500380.0688218,152490,167.78024639226
"19",2697508.41272856,4166021.35649186,152490,127.077780248256
"20",2697508.41272856,2996030.34906201,152490,91.3890865494296
"21",2697508.41272856,3238644.22598765,152490,98.7896326097831
"22",2697508.41272856,6370755.27651219,152490,194.329642065438
"23",2697508.41272856,4284972.45503079,152490,130.706192171028
"24",2697508.41272856,5086964.79913897,152490,155.169678587522
"25",2697508.41272856,5921759.49907469,152490,180.63374810448
"26",2697508.41272856,5166634.95424182,152490,157.59988851593
"27",2697508.41272856,4079568.9643584,152490,124.440689088761
"28",2697508.41272856,3814822.57333801,152490,116.365026287085
"29",2697508.41272856,4040065.67340363,152490,123.235704740994
"30",2697508.41272856,3076106.88479008,152490,93.8316924651281
"31",2697508.41272856,3141447.58518897,152490,95.8248054273595
"32",2697508.41272856,4348851.28509328,152490,132.654713130131
"33",2697508.41272856,4332479.34689429,152490,132.155313490365
"34",2697508.41272856,2397230.85212954,152490,73.1236710912555
"35",2697508.41272856,2784334.86125486,152490,84.9316562155252
"36",2697508.41272856,4883281.84891078,152490,148.956657823939
"37",2697508.41272856,6903937.92773881,152490,210.593521192984
"38",2697508.41272856,4659155.81764134,152490,142.120053756802
"39",2697508.41272856,2951854.47234382,152490,90.0415724890133
"40",2697508.41272856,4644802.70321276,152490,141.682235088784
"41",2697508.41272856,4795093.62990326,152490,146.266618057806
"42",2697508.41272856,4461940.44954465,152490,136.104316182745
"43",2697508.41272856,2492203.96597122,152490,76.0206731604979
"44",2697508.41272856,3147905.066042,152490,96.0217804936347
"45",2697508.41272856,3542822.1731119,152490,108.068091602987
"46",2697508.41272856,4498125.25251275,152490,137.208075392415
"47",2697508.41272856,2042279.09774031,152490,62.2964387793714
"48",2697508.41272856,3947667.33188527,152490,120.417241959838
"49",2697508.41272856,4321487.21671995,152490,131.82001624073
"50",2697508.41272856,3883773.70402273,152490,118.468269617647
"51",2697508.41272856,1926060.25448007,152490,58.751369908921
"52",2697508.41272856,4111779.69484172,152490,125.423225609755
"53",2697508.41272856,3711213.54846084,152490,113.204599642954
"54",2697508.41272856,3772169.91091177,152490,115.063975428486
