"","stat1","ifngr","factor.stat1","factor.ifngr"
"1",1026985.03306331,8595899.76764287,58055.4065940489,262.204095523025
"2",5391298.08096281,3638719.27689556,304769.779581312,110.99327849913
"3",1797860.65396312,1098957.87393704,101632.962414202,33.5219422215976
"4",1250081.19196227,6412943.59709492,70667.0200036587,195.616528923015
"5",1394107.60272347,4293417.06221518,78808.824964615,130.96378132966
"6",1004123.62853474,10952963.4830958,56763.0526721438,334.102532720594
"7",2906076.52197586,13904711.1177,164280.343573739,424.140846296213
"8",2660218.47531048,4550181.74712609,150382.001919234,138.795975025397
"9",2173071.08078326,2881819.33381585,122843.586898568,87.9052632428676
"10",1139845.63047489,1766737.05926799,64435.4098659881,53.8914721174559
"11",4398540.78666052,7232190.38245253,248649.265148874,220.606334315283
"12",1629617.56276751,7399008.63577735,92122.1898600331,225.694856798341
"13",1640041.74150086,755520.367611028,92711.4681019647,23.0459335256994
"14",2001295.0631123,1954983.94482123,113133.098207951,59.6336405577295
"15",1217612.18048588,2207450.6214572,68831.5485972777,67.3347304245778
"16",2348884.34214038,6178888.90093712,132782.30074941,188.477066904159
"17",1677439.59348964,3805858.08442461,94825.5665873894,116.091578972563
"18",2037553.80189156,9155025.85764625,115182.802687225,279.259337519275
"19",1941986.48795196,4466216.50598268,109780.387764668,136.23475040616
"20",1781161.11780019,3653059.9238776,100688.938567059,111.430716867746
"21",3127027.60189296,4353463.76035626,176770.695788239,132.795409268656
"22",3949454.37359853,6570865.7490243,223262.435285922,200.433690142782
"23",18755720.0072344,14043986.0747271,1060259.80508813,428.389204830333
"24",5226769.89923766,6094312.32567372,295469.010652147,185.89719452095
"25",2425884.27432861,8333520.09821573,137135.10261797,254.200625756574
"26",639231.64092813,7220589.70196528,36135.7289805565,220.252474217232
"27",1626673.69852134,6826733.57290178,91955.7733785201,208.238526535335
"28",810377.289732279,8702933.29439357,45810.582954319,265.468981088344
"29",1742265.1767651,2526293.91883629,98490.153191468,77.0605323374342
"30",1281833.52528383,8648590.01596843,72461.9776339508,263.811326793577
