"","stat1","ifngr","factor.stat1","factor.ifngr"
"1",2467033.5721544,4589653.5867203,139461.27012716,140
"2",2127999.36482938,4589653.5867203,120295.685311542,140
"3",1658235.78316941,4589653.5867203,93739.9762619195,140
"4",3494949.04288709,4589653.5867203,197569.274310723,140
"5",2361553.17496896,4589653.5867203,133498.469162051,140
"6",4428968.93376949,4589653.5867203,250369.366606483,140
"7",1841836.40944274,4589653.5867203,104118.909416794,140
"8",2664804.62710342,4589653.5867203,150641.256824095,140
"9",1851802.13724896,4589653.5867203,104682.271453405,140
"10",3787112.24531682,4589653.5867203,214085.243835891,140
"11",2627944.51725633,4589653.5867203,148557.556871924,140
"12",2507599.4053598,4589653.5867203,141754.454413927,140
"13",1719095.67994793,4589653.5867203,97180.3828296859,140
"14",2341934.10992974,4589653.5867203,132389.404510495,140
"15",2285878.35228109,4589653.5867203,129220.575659579,140
"16",2119917.02197875,4589653.5867203,119838.790921342,140
"17",2561473.11678428,4589653.5867203,144799.93231359,140
"18",4206561.66297113,4589653.5867203,237796.696002748,140
"19",2931806.43479098,4589653.5867203,165734.854108966,140
"20",2210255.21393006,4589653.5867203,124945.603869785,140
"21",3568913.1332155,4589653.5867203,201750.460208405,140
"22",1852764.69824569,4589653.5867203,104736.684972821,140
"23",3530066.37260113,4589653.5867203,199554.454999252,140
"24",2783018.73763242,4589653.5867203,157323.893893736,140
"25",2316812.93555435,4589653.5867203,130969.305925287,140
"26",1791143.46139851,4589653.5867203,101253.23989347,140
"27",2197670.24279842,4589653.5867203,124234.17615419,140
"28",3502340.33178117,4589653.5867203,197987.103459333,140
"29",1731072.85674685,4589653.5867203,97857.4519655778,140
"30",2646563.90212706,4589653.5867203,149610.109659356,140
"31",2577318.99089946,4589653.5867203,145695.698692824,140
"32",1810158.07165117,4589653.5867203,102328.134749681,140
"33",2275524.47692568,4589653.5867203,128635.271663679,140
"34",2130006.15246662,4589653.5867203,120409.128904659,140
"35",1728699.07425986,4589653.5867203,97723.2621740897,140
"36",1677310.51561747,4589653.5867203,94818.2698224804,140
"37",2370474.56222366,4589653.5867203,134002.794685578,140
"38",2124233.92410827,4589653.5867203,120082.82515776,140
"39",2176304.87403824,4589653.5867203,123026.393050766,140
"40",2046704.24179488,4589653.5867203,115700.076544194,140
"41",2109327.64176303,4589653.5867203,119240.173848833,140
"42",2937236.23294739,4589653.5867203,166041.800295663,140
"43",3400167.36907616,4589653.5867203,192211.271580786,140
"44",5237360.6717676,4589653.5867203,296067.706432101,140
"45",2933728.20156882,4589653.5867203,165843.491477647,140
"46",2724838.42693757,4589653.5867203,154034.964177708,140
"47",3525801.36293903,4589653.5867203,199313.354241121,140
"48",1964135.92159527,4589653.5867203,111032.49401217,140
"49",3005517.10187232,4589653.5867203,169901.714004637,140
"50",1979581.88590788,4589653.5867203,111905.653512588,140
"51",1918432.67361989,4589653.5867203,108448.89195522,140
"52",2690514.33772152,4589653.5867203,152094.625330252,140
"53",3771180.97648122,4589653.5867203,213184.650097878,140
"54",2441324.92621049,4589653.5867203,138007.961806975,140
"55",2600440.9396658,4589653.5867203,147002.781165947,140
"56",2642465.81102088,4589653.5867203,149378.444797874,140
"57",2238583.61606084,4589653.5867203,126547.006860982,140
"58",1618029.59874803,4589653.5867203,91467.1229008377,140
"59",2636749.28284993,4589653.5867203,149055.289779459,140
"60",3344213.34781416,4589653.5867203,189048.193882128,140
"61",3601005.27335008,4589653.5867203,203564.62709887,140
"62",4727543.76887155,4589653.5867203,267247.785368729,140
"63",3094504.67346909,4589653.5867203,174932.176459828,140
"64",2006079.05663381,4589653.5867203,113403.537094685,140
"65",2885246.82929847,4589653.5867203,163102.842209374,140
"66",3671953.49381771,4589653.5867203,207575.326041664,140
"67",2201399.96083607,4589653.5867203,124445.016906671,140
"68",2416595.16705407,4589653.5867203,136609.989902247,140
"69",3035689.53221822,4589653.5867203,171607.359807903,140
"70",3053751.93757224,4589653.5867203,172628.426574345,140
"71",2920691.7572602,4589653.5867203,165106.542008558,140
"72",3206145.2116096,4589653.5867203,181243.209849275,140
"73",2458823.29684213,4589653.5867203,138997.143722045,140
"74",2795834.20213997,4589653.5867203,158048.351387004,140
"75",1542254.33849901,4589653.5867203,87183.551668641,140
"76",2013707.17693171,4589653.5867203,113834.754309334,140
"77",2583546.42912026,4589653.5867203,146047.735427838,140
"78",1981167.03209286,4589653.5867203,111995.261737943,140
"79",2085444.23474904,4589653.5867203,117890.046183474,140
"80",2362328.06702118,4589653.5867203,133542.273766509,140
"81",2358172.74537343,4589653.5867203,133307.373665707,140
"82",2072945.96960748,4589653.5867203,117183.51995266,140
"83",2661153.41008528,4589653.5867203,150434.853729866,140
